,levels,time,decibels
329,0.0584907235443,2017-04-09 19:51:02,-24.6582601255
330,0.0773498297884,2017-04-09 19:51:03,-22.2308127529
331,0.0731929298111,2017-04-09 19:51:04,-22.7106173658
332,0.0714704495518,2017-04-09 19:51:05,-22.9174697232
333,0.0638296626481,2017-04-09 19:51:06,-23.8995490179
334,0.0762581341653,2017-04-09 19:51:07,-22.3542764994
335,0.060829215163,2017-04-09 19:51:08,-24.317755738
336,0.0754609223734,2017-04-09 19:51:09,-22.4455578127
337,0.077965157697,2017-04-09 19:51:10,-22.1619887669
338,0.0658644619797,2017-04-09 19:51:11,-23.626977028
339,0.0795241290715,2017-04-09 19:51:12,-21.9900215696
340,0.073838719029,2017-04-09 19:51:13,-22.6343169231
341,0.0610594806313,2017-04-09 19:51:14,-24.2849378821
342,0.0616574577449,2017-04-09 19:51:15,-24.2002877207
343,0.0680889521039,2017-04-09 19:51:16,-23.3384669921
344,0.0740818999766,2017-04-09 19:51:17,-22.6057577569
345,0.0725646180285,2017-04-09 19:51:18,-22.7855017294
346,0.0729446679272,2017-04-09 19:51:19,-22.740128969
347,0.0669517846138,2017-04-09 19:51:20,-23.4847568457
348,0.0502011247391,2017-04-09 19:51:21,-25.9857310505
349,0.060230478385,2017-04-09 19:51:22,-24.403673748
350,0.0510723481429,2017-04-09 19:51:23,-25.8362834843
351,0.0398756495409,2017-04-09 19:51:24,-27.9858445917
352,0.0691714887016,2017-04-09 19:51:25,-23.2014575476
353,0.0577793460285,2017-04-09 19:51:26,-24.7645475599
354,0.0732750344716,2017-04-09 19:51:27,-22.7008793716
355,0.0362795575777,2017-04-09 19:51:28,-28.8067603544
356,0.0764144648437,2017-04-09 19:51:29,-22.3364884811
357,0.0710603206124,2017-04-09 19:51:30,-22.9674567476
358,0.0769515264689,2017-04-09 19:51:31,-22.275655215
359,0.0556468631753,2017-04-09 19:51:32,-25.0911862381
360,0.0684513945803,2017-04-09 19:51:33,-23.2923539886
361,0.0529386414737,2017-04-09 19:51:34,-25.5245441576
362,0.0426499570045,2017-04-09 19:51:35,-27.4016280462
363,0.0607803437941,2017-04-09 19:51:36,-24.3247369547
364,0.0683969724763,2017-04-09 19:51:37,-23.2992624293
365,0.0631554090829,2017-04-09 19:51:38,-23.9917889483
366,0.0650496731914,2017-04-09 19:51:39,-23.7350976197
